codigo,descricao,unidade,peso_medio,estoque,preco
2888,ACAI MAORI CX 5 LITROS,CX,,,"59,49"
3772,"AMORA CONGELADA DEMARCHI CX10X1,020KG",PC,"1,020KG",,"41,39"
3774,"BLUEBERRY CONG DEMARCHI CX10X1,020KG",PC,"1,020KG",,"52,10"
4219,CREME AMERICANO (BASE PARA MILKSHAKE) CX5,CX,,,"68,22"
4587,IOGURTE CONG MOVINS SABORES DIVERSOS CX20,PC,,,"28,45"
4588,IOGURTE CONG MOVINS SABORES DIVERSOS CX4P,PC,,,"142,27"
3758,POLPA DE CAJU CONG DEMARCHI CX6XPCT10X100,PC,,,"34,00"
3858,POLPA DE CUPUACU CONG DEMARCHI CX6XPCT10X,PC,,,"44,40"
259,PA DE FERRO 38CM,UN,,,"137,46"
257,PA DE MADEIRA BRANCA 40CM,UN,,,"197,99"
263,SUPORTE P/PIZZA RBS PCT500UNID,PC,,,"37,63"
262,VASSOURINHA DE PLASTICO,UN,,,"13,17"
2624,"EXTRATO DE TOMATE SACHE EKMA CX6X1,7KG",SH,"1,7KG",,"15,76"
4026,"EXTRATO DE TOMATE SACHE ELEFANTE CX6X1,7K",SH,"1,7KG",,"28,36"
2490,MOLHO DE TOMATE P/ PIZZA SACHE EKMA CX6X1,SH,,,"9,97"
4504,MOLHO DE TOMATE P/ PIZZA SACHE TARANTELLA,SH,,,"10,28"
1936,MOLHO DE TOMATE REFOGADO SACHE EKMA CX40X,PC,,,"1,71"
3789,MOLHO DE TOMATE TRITURADO SACHE POMAROLA,SH,,,"16,92"
3902,"MOLHO REFOGADO SACHE EKMA CX6X1,700KG",SH,"1,700KG",,"9,65"
1784,POLPA DE TOMATE CAIXA BEST PULP SACHE 12K,CX,,,"180,72"
1052,"TOMATE PELADO LATA ARCOBELLO PESO LIQ 2,5",LT,"2,5",,"39,07"
550,"TOMATE PELADO LATA DI SALERNO PESO LIQ 2,5",LT,"2,5",,"41,86"
4317,TOMATE PELADO LATA OLE MASTER CHEF PESO L,LT,,,"25,41"
191,TOMATE SECO ARCOBELLO BD 1KG,BD,1KG,,"19,67"
192,TOMATE SECO ARCOBELLO BD 2KG / 1.4KG DREN,BD,2KG,,"35,66"
381,TOMATE SECO EM OLEO PORTO BELLO BD 2KG/ 1,BD,2KG,,"44,06"
4519,TOMATE SECO SAFRA REAL BD 2.2KG / 1.4KG D,BD,"2,2KG",,"26,25"
4229,TOMATE SECO SR CUCA BD 2KG/ 1.4 DRENADO,BD,2KG,,"26,52"
3589,TOMATE SECO YGUARA BD 2KG/ 1.4 DRENADO,BD,2KG,,"29,33"
2489,"TOMATE TRITURADO SACHE EKMA CX6X1,700KG",SH,"1,700KG",,"13,43"
814,ATUM PEDACO LATA GOMES CX24X170GR,LT,170GR,,"10,09"
734,ATUM RALADO LATA MARSUL CX24X400GR,LT,400GR,,"24,40"
777,ATUM RALADO POUCH 88 GOMES CX12X475GR,UN,475GR,,"25,40"
77,ATUM RALADO POUCH GOMES CX12X475GR,UN,475GR,,"25,06"
733,ATUM SOLIDO LATA MARSUL CX24X400GR,LT,400GR,,"31,20"
3923,ATUM SOLIDO LATA NATURAL GOMES CX24X170GR,LT,170GR,,"10,78"
1796,ATUM SOLIDO LATA PESCADOR CX24X140GR,LT,140GR,,"9,75"
4466,CARCACA DE FRANGO TEMPERADO CONG ALLIZ CX,KG,,,"12,62"
1957,CORACAO DE FRANGO CONG ADORO CX20KG/PCT+-,KG,,,"28,66"
1018,COXA C/SOBRECOXA CONG ADORO CX20KG/PCT+-1,KG,,,"8,26"
4537,COXA C/SOBRECOXA CONG ALLIZ CX20KG//PCT+-,KG,,,"8,08"
4573,COXINHA DA ASA CONG ALLIZ CX20KG/PCT+-1KG,KG,,,"10,33"
1042,FILE COXA/SOBRECOXA S/OSSO CONG ADORO CX2,KG,,,"13,71"
4128,FILE DE MEIO PEITO CONG ALLIZ CX20KG/PCT+,KG,,,"15,32"
921,FILE DE MEIO PEITO CONG AURORA CX15KG/BLO,CX,,,"265,14"
1889,FILE DE PEITO S/SASSAMI CONG CANCAO CX20K,KG,,,"15,93"
4314,FILE DE PEITO S/SASSAMI CONG CVALE CX18KG,KG,,,"15,15"
1707,FILE SASSAMI CONG ALLIZ CX20KG/PCT+/-1KG~,KG,,,"14,95"
3475,FILEZINHOS DE FRANGO EMPANADO CONG ALLIZ,KG,,,"26,26"
4574,FRANGO A PASSARINHO CONG ALLIZ CX22KG/PCT,KG,,,"8,89"
1864,FRANGO A PASSARINHO TEMP CONG ALLIZ CX18K,KG,,,"10,80"
4316,ISCAS DE FRANGO ADORO CX 20KG,KG,,,"10,90"
4131,ISCAS DE FRANGO INTERFOLHADO ALLIZ CX 20K,KG,,,"12,81"
1956,MEIO DA ASA TULIPA CONG ADORO CX20KG/PCT+,KG,,,"18,36"
4474,"MOELA DE FRANGO CONG ADORO CX20KG/PCT+-1,",KG,,,"12,63"
1151,PEITO C/OSSO C/PELE CONG CANCAO CX18KG,KG,,,"10,93"
1938,"PEITO DE FRANGO CONG ALLIZ CX20KG/PCT+-1,",KG,,,"10,61"
1198,"AZEITE EV 0,3%-AC VIDRO MORIXE CX6X500ML",VD,500ML,,"43,81"
4546,"AZEITE EV 0,4%-AC VIDRO OLIVE CHILE CX12X",VD,,,"23,41"
1560,"AZEITE EV 0,5%-AC VIDRO ANDORINHA CX12X50",VD,,,"29,30"
3211,"AZEITE EV ESPANHOL LA RIOJA CX4X5,1LT",UN,"5,1LT",,"261,16"
1570,AZEITE EV VIDRO TARTUFO DI SALERNO CX6X25,VD,,,"89,02"
4525,AZEITONA PRETA 130/150 SAFRA REAL BD 3.3,BD,"3,3KG",,"44,90"
87,AZEITONA PRETA 24/28 COLOSSO BD 3.2KG PB/,BD,"3,2KG",,"75,49"
4280,AZEITONA PRETA AZAPA 90/110 VALE FERTIL B,BD,,,"124,49"
568,AZEITONA PRETA AZAPA GRAUDA DISALERNO BD,BD,,,"118,60"
1133,AZEITONA PRETA AZAPA MEDIA DISALERNO POTE,PT,,,"76,05"
4328,AZEITONA PRETA COLOSSO MEDIA BR 90KG PB/6,BR,90KG,,"1600,29"
1926,AZEITONA PRETA FATIADA ARCOBELLO BD 3KG P,BD,3KG,,"95,66"
4521,AZEITONA PRETA FATIADA SAFRA REAL BD 3.3K,BD,"3,3KG",,"64,75"
3541,AZEITONA PRETA S/CAROCO ARCOBELLO BD 3KG,BD,3KG,,"97,61"
4523,AZEITONA PRETA S/CAROCO SAFRA REAL 3.3KG,BD,"3,3KG",,"66,70"
779,AZEITONA PRETA TING BD 3KG PB/2KG DRENADO,BD,3KG,,"89,82"
4524,AZEITONA VERDE 200/240 SAFRA REAL BD 3.3,BD,"3,3KG",,"37,74"
872,AZEITONA VERDE 24/28 COLOSSO BD 21.890KG,BD,"21,89KG",,"325,38"
792,AZEITONA VERDE 24/28 COLOSSO BD 3.2KG PB/,BD,"3,2KG",,"47,50"
4253,AZEITONA VERDE COLOSSO 28/32 MIUDA BR 90K,BR,90KG,,"1078,07"
4254,AZEITONA VERDE COLOSSO MEDIA BR 90KG PB/6,BR,90KG,,"1093,26"
1925,AZEITONA VERDE FATIADA ARCOBELLO BD 3KG P,BD,3KG,,"68,07"
4520,"AZEITONA VERDE FATIADA SAFRA REAL BD 2,9K",BD,"2,9KG",,"49,46"
1310,AZEITONA VERDE INTEIRA MORIXE BD 3.2KG PB,BD,"3,2KG",,"56,76"
1061,AZEITONA VERDE S/CAROCO COLOSSO 3.2KG PB/,BD,"3,2KG",,"65,08"
1387,AZEITONA VERDE S/CAROCO MORIXE BD 3.2KG P,BD,"3,2KG",,"65,30"
4232,AZEITONA VERDE S/CAROCO PORTOBELLO BD 3KG,BD,3KG,,"79,32"
4522,AZEITONA VERDE S/CAROCO SAFRA REAL 3.3KG,BD,"3,3KG",,"54,43"
4526,CHAMPIGNON FATIADO SAFRA REAL BD 3.3KG/ 1,BD,"3,3KG",,"43,66"
4527,CHAMPIGNON INTEIRO SAFRA REAL BD 3.3KG/ 1,BD,"3,3KG",,"61,73"
1916,BACON CUBETADO CONG FRIELLA CX10KG/PCT1KG,PC,1KG,,"26,45"
2323,BACON CUBETADO CONG FRIMESA CX10KG/PCT1KG,PC,1KG,,"38,02"
2583,"BACON CUBETADO CONG REZENDE CX8,4KG/PCT70",PC,,,"25,55"
2324,BACON FATIADO CONG FRIMESA CX9KG/PCT1KG,PC,1KG,,"44,92"
2605,"BACON FATIADO CONG REZENDE CX7,8KG/PCT650",PC,,,"26,69"
4576,BACON FATIADO CONG SEARA GOURMET CX6XPCT2,PC,,,"95,37"
4042,BACON FATIADO CONG SERRANA CX8KG/PCT500GR,PC,500GR,,"18,47"
592,BACON CUBETADO RESF AURORA CX10KG/PCT1KG,PC,1KG,,"50,58"
4033,BACON MANTA PALETA RESF FRIELLA CX+-17KG/,KG,,,"24,89"
99,BACON MANTA RESF AURORA CX11KG/PC+-4KG,KG,,,"38,99"
2735,BACON MANTA RESF SEARA CX+-17KG/PC+-6KG,KG,,,"31,30"
2297,"BATATA 10MM ARG RAPIPAP CX6X2,5KG",KG,"2,5KG",,"10,41"
1829,BATATA 10MM BEL NEWBRAZ CX5X2KG,KG,2KG,,"13,96"
1617,BATATA 18MM [STEAKHOUSE] ARG LAMBWESTON C,KG,,,"14,00"
4375,"BATATA 248 STEAKHOUSE FARM FRITES CX5X2,5",KG,"2,5KG",,"15,09"
4198,"BATATA 275 CRINCKLE FARM FRITES CX5X2,5KG",KG,"2,5KG",,"12,31"
4202,"BATATA 489 SCOOPS FARM FRITES CX5X2,5KG",KG,"2,5KG",,"15,03"
4272,BATATA 499 CRISPCOAT CANOA COM CASCA FARM,KG,,,"17,30"
4199,BATATA 602 MINI POTATO WAFFLES-ONION FARM,KG,,,"20,18"
4233,"BATATA 7MM ARG BUTLER CX8X2,25KG",KG,"2,25KG",,"12,82"
1928,"BATATA 7MM ARG LAMBWESTON CX8X2,25KG",KG,"2,25KG",,"12,39"
1669,BATATA 7MM BEL NEWBRAZ CX5X2KG,KG,2KG,,"14,37"
4273,BATATA 9MM ARG BRATEX CX6X2KG,KG,2KG,,"10,21"
4235,"BATATA 9MM ARG BUTLER CX6X2,5KG",KG,"2,5KG",,"11,64"
4234,BATATA 9MM ARG BUTLER CX6X2KG,KG,2KG,,"11,26"
1929,"BATATA 9MM ARG LAMBWESTON CX6X2,5KG",KG,"2,5KG",,"12,76"
4470,"BATATA 9MM ARG LW FRY ESSENTIALS CX6X2,5K",KG,"2,5KG",,"9,73"
4311,"BATATA CARINHAS BEMBRASIL CX10X1,05KG",KG,"1,05KG",,"12,61"
1845,BATATA CRINKLE [ONDULADA] BEL NEWBRAZ CX8,KG,,,"13,60"
4384,BATATA 173 TRADICIONAL 7MM FARM FRITES CX,KG,,,"14,01"
4200,BATATA 418 CRISPCOAT 10MM PREMIUM FARM FR,KG,,,"17,46"
4201,BATATA 435 CRISPCOAT 7MM PREMIUM FARM FRI,KG,,,"16,40"
4383,BATATA 440 CRISPCOAT 7MM FARM FRITES CX6X,KG,,,"14,59"
4376,BATATA 445 CRISPCOAT 10MM COM CASCA FARM,KG,,,"17,99"
1611,BATATA DIPPERS C/CASCA [CANOA] HOL LAMBW,KG,,,"17,81"
4585,BATATA DOCE 486 SWEET POTATO FARM FRITES,KG,,,"35,66"
4535,BATATA STEALTH C/CASCA CROCANTE ARG 9MM L,KG,,,"16,40"
4304,BATATA STEALTH S/CASCA CROCANTE ARG 7MM L,KG,,,"15,37"
4467,BATATA STEALTH S/CASCA CROCANTE ARG 9MM L,KG,,,"13,85"
4536,BATATA WEDGES CRINKLE RUSTICA ARG LAMBW C,KG,,,"14,68"
1610,BATATA WEDGES CRINKLE RUSTICA HOL LAMBW C,KG,,,"17,58"
2900,AGUA MINERAL COM GAS BIOLEVE FD12X510ML,FD,510ML,,"30,86"
2457,AGUA MINERAL SEM GAS BIOLEVE AZUL FD12X51,FD,510ML,,"23,70"
2831,COCA COLA 2LT FD6X2LT,FD,2LT,,"81,81"
3505,COCA COLA 2LT ZERO FD6X2LT,FD,2LT,,"82,09"
2670,COCA COLA 600ML FD12X600ML,FD,600ML,,"85,46"
2671,COCA COLA 600ML ZERO FD12X600ML,FD,600ML,,"84,44"
2669,COCA COLA LATA 350ML FD12X350ML,FD,350ML,,"49,71"
3358,"COCA COLA ZERO 1,5LT FD6X1,5LT",FD,"1,5LT",,"72,66"
2834,COCA COLA ZERO LATA 350ML FD12X350ML,FD,350ML,,"49,71"
2691,DOLLY GUARANA 2LT FD6X2LT,FD,2LT,,"40,10"
2690,DOLLY LIMAO 2LT FD6X2LT,FD,2LT,,"40,47"
2672,FANTA LARANJA LATA FD12X350ML,FD,350ML,,"62,33"
2835,FANTA UVA 2LT FD6X2LT,FD,2LT,,"67,82"
2892,FANTA UVA LATA FD6X350ML,FD,350ML,,"27,85"
2894,"GUARANA 1,5LT ANTARTICA FD6X1,5LT",FD,"1,5LT",,"42,06"
2652,GUARANA 2LT ANTARTICA FD6X2LT,FD,2LT,,"61,38"
3413,GUARANA 2LT ANTARTICA ZERO FD6X2LT,FD,2LT,,"61,80"
2667,GUARANA LATA ANTARCTICA FD12X350ML,FD,350ML,,"48,21"
3802,GUARANA ZERO LATA ANTARTICA FD12X350ML,FD,350ML,,"47,23"
2952,SCHWEPPES CITRUS ORIGINAL FD6X350 ML,FD,350ML,,"30,29"
2953,SCHWEPPES TONICA FD6X350 ML,FD,350ML,,"23,11"
2897,SPRITE 2LT FD6X2LT,FD,2LT,,"68,25"
3369,SUCO DE CAJU MAGUARY FD12X500ML,UN,500ML,,"4,73"
3812,SUCO DE LARANJA DEL VALLE CX6X1LITRO,CX,1LITRO,,"65,35"
4093,SUCO DE LARANJA E MACA NATURAL ONE CX6X90,PC,,,"96,86"
3368,SUCO DE MARACUJA MAGURARYFD12X500ML,UN,500ML,,"11,42"
3813,SUCO DE UVA LITRO DEL VALLE CX6X1LITRO,CX,1LITRO,,"65,35"
618,SUCO DE UVA NATURAL ONE CX6X900ML,PC,900ML,,"84,21"
2999,VINHO BRANCO SECO CHARDONNAY [6893] MIOLO,GA,,,"35,35"
3000,VINHO BRANCO SECO PINOT [8088] MIOLO CX6X,GA,,,"35,35"
3316,"VINHO BRANCO SECO VILA ROMANA 4,6LT",UN,"4,6LT",,"68,07"
3003,VINHO ROSE SECO CABERNET [7590] MIOLO CX6,GA,,,"35,35"
4548,ASSADO EM TIRAS DO TRASEIRO RESERVA CONG,KG,,,"46,67"
3920,BANANINHA DO CONTRA FILE CONG MONDELI CX1,KG,,,"39,80"
4209,BANANINHA DO CONTRA FILE CONG PLENA CX25~,KG,,,"38,92"
4549,BIFE ANCHO PORCIONADO CONG RESERVA KING B,KG,,,"71,17"
4550,BIFE DE CHORIZO PORCIONADO CONG RESERVA K,KG,,,"63,37"
4551,BIFE DE COXAO MOLE PORCIONADO CONG RESERV,KG,,,"62,26"
1111,CARNE MOIDA BOVINA CONG FRIGONOSSO PCT1KG,KG,1KG,,"31,61"
1537,COXAO DURO CONG MONDELLI CX25~32KG/PC+-5K,KG,,,"37,25"
4560,COXAO DURO CONG RESERVA KING BEEF CX20KG,KG,,,"47,78"
4562,LAGARTO CONG RESERVA KING BEEF CX20KG,KG,,,"44,44"
2625,LAGARTO RED CONG MONDELLI CX21~29KG/PC+-1,KG,,,"49,14"
4554,MAMINHA CONG RESERVA KING BEEF CX5KG,KG,,,"70,06"
1606,MUSCULO CONG MONDELLI CX18~25KG/PC+-6KG,KG,,,"29,02"
4559,OSSO BUCO CONG RESERVA KING BEEF CX5KG,KG,,,"22,16"
4555,OSSO BUCO PREMIUM CONG RESERVA KING BEEF,KG,,,"37,76"
4563,PATINHO CONG RESERVA KING BEEF CX20KG,KG,,,"44,44"
1559,PICANHA CONG MONDELLI CX12~19KG/PC+-1KG,KG,,,"57,76"
4086,RABO BOVINO CONG MONDELLI CX15~24KG/PC+-1,KG,,,"33,42"
4486,ACEM COM PESCOCO RESF MONDELLI CX25~30KG/,KG,,,"35,16"
4543,ALCATRA C/MAMINHA RESF MONDELLI CX+-25KG/,KG,,,"46,21"
3566,CARNE SECA DIANT RESF QUALYMEAT CX6/PC5KG,KG,,,"46,10"
3788,CARNE SECA DIANT RESF VILHETO CX10KG/PC5K,KG,,,"45,60"
4106,CARNE SECA TRAS/RESF VILHETO CX10KG/PCT1K,PC,1KG,,"54,78"
3845,CARNE SECA TRASEIRO RESF REAL SABOR CX30K,PC,,,"54,20"
2132,CONTRA FILE RESF S/NOIX MONDELLI CX27~32K,KG,,,"50,55"
1050,CONTRA FILE RESF S/NOIX PLENA CX19~28KG/P,KG,,,"47,46"
4088,CORDAO DO FILE MIGNON RESF MONDELLI CX17~,KG,,,"39,80"
4541,COXAO MOLE RESF MONDELLI CX18~25KG/PC+-9K,KG,,,"40,84"
4074,CUPIM MAX RESF MONDELLI CX25~32KG/PC+-2KG,KG,,,"36,82"
4369,FILE COSTELA ANCHO/NOIX RESF MONDELLI CX+,KG,,,"52,17"
4363,FILE MIGNON S/CORDAO 4/5 RESF MONDELLI CX,KG,,,"92,18"
4545,MIOLO DE ALCATRA RESF MONDELLI CX20~27KG/,KG,,,"49,70"
3846,PALETA BOVINA RESF MONDELLI CX+-30KG/PC+-,KG,,,"37,29"
4207,PATINHO RESF PLENA CX25~29KG/PC+-5KG,KG,,,"40,61"
4087,PEITO BOVINO RESF MONDELLI CX+-22KG/PC+/-,KG,,,"34,38"
4368,PICANHA RESF MONDELLI CX12~19KG/PC+-1KG,KG,,,"64,66"
4439,ACHOCOLATADO APTIPOWER FARDO 12X PCT 1KG,PC,1KG,,"24,07"
4243,ACUCAR CRISTAL CARAVELAS FD15X2KG,PC,2KG,,"6,94"
868,ACUCAR REFINADO CARAVELAS FD10X1KG,KG,1KG,,"4,16"
1055,ALHO FRITO ARCOBELLO CX40X500GR,PC,500GR,,"21,62"
4530,ALHO FRITO SAFRA REAL FD12X PCT 500GR,PC,500GR,,"17,20"
1053,ALHO TRITURADO ARCOBELLO BD 1KG,BD,1KG,,"16,29"
1054,ALHO TRITURADO ARCOBELLO BD 3KG,BD,3KG,,"39,43"
4570,"ALHO TRITURADO DA TERRINHA BD 1,01KG",BD,"1,01KG",,"18,03"
3324,"AMACIANTE DE CARNE QUALIMAX CX10X1,01KG",PC,"1,01KG",,"22,35"
4434,"AMACIANTE DE CARNES APTI FARDO 10X PCT 1,",PC,,,"12,57"
3673,AMEIXA SEM CAROCO LERYC PCT 1KG,PC,1KG,,"33,90"
1890,AMIDO DE MILHO APTI FARDO 10X PCT 1KG,PC,1KG,,"9,60"
1797,AMIDO DE MILHO QUALIMAX CX10X1KG,PC,1KG,,"13,81"
2525,BICARBONATO DE SODIO KING FOOD PCT 1KG,PC,1KG,,"23,01"
247,CALDO DE AVES [VERDE] SAZON CX6X900GR,PC,900GR,,"47,85"
4436,"CALDO DE CARNE APTI FARDO 10X PCT 1,05KG",PC,"1,05KG",,"10,01"
2867,"CALDO DE CARNE KNORR CX10X1,01KG",PC,"1,01KG",,"24,41"
1620,"CALDO DE CARNE QUALIMAX CX10X1,01KG",PC,"1,01KG",,"12,39"
2868,"CALDO DE GALINHA KNORR CX10X1,01KG",PC,"1,01KG",,"25,41"
3679,CASTANHA DO PARA MEDIA LERYC PCT 1KG,PC,1KG,,"86,35"
4540,"COLORIFICO DA TERRINHA PACOTE 1,01 KG",PC,"1,01KG",,"13,78"
3678,CRANBERRY FATIADO LERYC PCT 1KG,PC,1KG,,"44,58"
1798,"CREME DE CEBOLA QUALIMAX CX10X1,01KG",PC,"1,01KG",,"36,49"
3677,FARINHA DE AMENDOA LERYC PCT 1KG,PC,1KG,,"80,61"
4440,GELATINA ABACAXI APTI FARDO 12X PCT 1KG,PC,1KG,,"13,56"
4442,GELATINA CEREJA APTI FARDO 12X PCT 1KG,PC,1KG,,"13,62"
4443,GELATINA FRAMBOESA APTI FARDO 12X PCT 1KG,PC,1KG,,"13,62"
4444,GELATINA LIMAO APTI FARDO 12X PCT 1KG,PC,1KG,,"14,70"
4445,GELATINA MORANGO APTI FARDO 12X PCT 1KG,PC,1KG,,"13,61"
4446,GELATINA PESSEGO APTI FARDO 12X PCT 1KG,PC,1KG,,"13,61"
4441,GELATINA UVA APTI FARDO 12X PCT 1KG,PC,1KG,,"13,61"
563,GERGELIM BRANCO DESC ATACAMA CX20X500GR,PC,500GR,,"15,41"
4496,MOLHO P/SALADA CAESAR LIZA CX12XPET234ML,PE,234ML,,"8,72"
4497,MOLHO P/SALADA LIMAO LIZA CX12XPET234ML,PE,234ML,,"8,72"
4498,MOLHO P/SALADA ROSE LIZA CX12XPET234ML,PE,234ML,,"8,72"
4499,MOLHO P/SALADA VINAGRETE LIZA CX12XPET234,PE,234ML,,"8,72"
2946,MOSTARDA POTE ANCIENNE BAEFUOR CX12X200GR,PT,200GR,,"26,04"
3684,NOZES MARIPOSA EXTRA LIGHT LERYC PCT 1KG,PC,1KG,,"71,21"
3517,OREGANO DISALERNO FD10X1KG,PC,1KG,,"36,82"
171,OREGANO DISALERNO FD20X500GR,PC,500GR,,"20,02"
4531,OREGANO SAFRA REAL FD 12 X PCT 500GR,PC,500GR,,"12,76"
626,PASTA DE GEGELIM [TAHINE] ISTAMBUL CX12X5,LT,,,"40,38"
3686,PISTACHE CRU INTEIRO LERYC PCT 1KG,PC,1KG,,"196,63"
1885,SAL GROSSO ITACHURRA FD10X1KG,KG,1KG,,"3,16"
315,SAL REFINADO CISNE FD10X1KG,KG,1KG,,"5,42"
735,SAL REFINADO DUNORTE FD30X1KG,KG,1KG,,"2,49"
246,SAZON VERMELHO (BAG 900G)/CX6BAG,PC,900G,,"49,26"
4447,SUCO EM PO SABOR ABACAXI APTI FD12X1KG,PC,1KG,,"9,79"
4453,SUCO EM PO SABOR GUARANA APTI FD12X1KG,PC,1KG,,"9,49"
4448,SUCO EM PO SABOR LARANJA APTI FD12X1KG,PC,1KG,,"9,48"
4449,SUCO EM PO SABOR LIMAO APTI FD12X1KG,PC,1KG,,"9,55"
4451,SUCO EM PO SABOR MARACUJA APTI FD12X1KG,PC,1KG,,"9,51"
4452,SUCO EM PO SABOR MORANGO APTI FD12X1KG,PC,1KG,,"10,36"
4450,SUCO EM PO SABOR SALADA DE FRUTAS APTI FD,PC,1KG,,"9,49"
4454,SUCO EM PO SABOR UVA APTI FD12X1KG,PC,1KG,,"10,36"
3297,TAPIOCA PRONTA DA TERRINHA PCT 1KG FD12,KG,1KG,,"13,71"
619,TEMPERO COMPLETO SABOR AMI S/ PIMENTA AJI,BD,,,"88,46"
4569,UVA PASSA PRETA S/SEMEN LERYC PCT 1KG,PC,1KG,,"21,64"
2942,VINAGRE BALSAMICO LA PASTINA CX12X500ML,VD,500ML,,"29,65"
3302,VINAGRE BALSAMICO VITALIA CX12X500ML,UN,500ML,,"18,76"
1710,VINAGRE DE ALCOOL [COLORIDO] VITALIA CX12,UN,,,"4,00"
3304,VINAGRE DE ARROZ CASTELO CX12X750ML,UN,750ML,,"7,93"
3300,VINAGRE DE VINHO BRANCO CASTELO CX12X750M,UN,750ML,,"10,64"
1381,ALICHE A VACUO DISALERNO CX10X1KG,PC,1KG,,"253,95"
194,"ALICHE GRANDE VIDRO DISALERNO CX6X1,5KG",PT,"1,5KG",,"393,54"
790,ALICHE MEDIO VIDRO DISALERNO CX12X550GR,LT,550GR,,"189,89"
3411,OVOS DE CODORNA EM CONSERVA RESF NAJU PCT,PC,,,"31,53"
1051,"ALCACHOFRA CORACAO LATA ARCOBELLO CX6X2,5",LT,"2,5",,"91,57"
421,ALCACHOFRA CORACAO VIDRO DISALERNO CX12X3,UN,,,"16,91"
2882,ALCAPARRA MEDIA DI SALERNO CX6X2KG,PT,2KG,,"107,14"
4528,ALCAPARRAS EM CONSERVA SAFRA REAL BD 3.3K,BD,"3,3KG",,"76,46"
637,"CHAMPIGNON FATIADO ARCOBELLO BD 2KG/1,01K",BD,2KG,,"35,22"
638,CHAMPIGNON FATIADO ARCOBELLO BD 3KG/2KG D,BD,3KG,,"60,80"
4248,CHAMPIGNON FATIADO YGUARA BD 3.2KG/ 2KG D,BD,"3,2KG",,"65,12"
3379,CHAMPIGNON INTEIRO ARCOBELLO BD 2KG,BD,2KG,,"81,28"
2883,COGUMELOS SECOS FUNGHI SECCHI DI SALERNO,PC,,,"87,17"
2176,ERVILHA LATA OLE CX24X170GR,LT,170GR,,"3,27"
2177,"ERVILHA LATA OLE CX6X1,7KG",LT,"1,7KG",,"19,87"
1421,ERVILHA LATA PREDILECTA CX24X170GR,LT,170GR,,"2,95"
1422,"ERVILHA LATA PREDILECTA CX6X1,7KG",LT,"1,7KG",,"22,97"
3309,LICHIA EM CALDA SUAVE BARAO LALI CX24XLT5,LT,,,"25,85"
1372,MILHO VERDE A VAPOR LATA FUGINI CX30X170G,LT,170G,,"4,14"
2035,MILHO VERDE LATA OLE CX24X170GR,LT,170GR,,"4,21"
2036,"MILHO VERDE LATA OLE CX6X1,7KG",LT,"1,7KG",,"26,74"
1377,MILHO VERDE LATA PREDILECTA CX24X170GR,LT,170GR,,"3,50"
4604,"MILHO VERDE LATA PREDILECTA CX6X1,5KG",LT,"1,5KG",,"24,85"
1276,MILHO VERDE LATA QUERO CX24X170GR,LT,170GR,,"4,11"
1882,"MILHO VERDE LATA QUERO CX6X1,7KG",LT,"1,7KG",,"28,31"
1116,PALMITO INTEIRO [ACAI] LATA SANDYLA CX12X,LT,,,"34,92"
387,PALMITO INTEIRO [ACAI] LATA SANEDE CX12X5,LT,,,"40,70"
759,PALMITO INTEIRO [ACAI] VIDRO SANDYLA CX15,VD,,,"22,32"
4378,PALMITO INTEIRO [PUPUNHA] VIDRO SABOR DO,VD,,,"79,19"
4377,PALMITO PICADO [PUPUNHA] VIDRO SABOR DO V,VD,,,"37,62"
856,PALMITO PICADO [PUPUNHA] VIDRO SANDYLA CX,VD,,,"43,75"
4379,PALMITO RODELA [PUPUNHA] VIDRO SABOR DO V,VD,,,"38,16"
828,PALMITO TOLETE [ACAI] VIDRO SANDYLA CX6X1,PT,,,"109,28"
4529,PIMENTA BIQUINHO SAFRA REAL BD 3.3KG/ 2KG,BD,"3,3KG",,"41,00"
2872,MORTADELA DEFUMADA GOURMET SEARA CX2XPC+-,KG,,,"17,29"
391,"PEITO DE PERU DEFUMADO REZENDE CX2XPC+-2,",KG,,,"50,72"
462,"PEITO DE PERU DEFUMADO SEARA CX2XPC+-2,7K",KG,,,"52,31"
213,COPO DESCARTAVEL 200ML (PCT100UNID),PC,200ML,,"8,80"
1137,COPO DESCARTAVEL 300ML (PCT100UNID),PC,300ML,,"14,52"
234,PAPEL TOALHA [21X22CM] PCT WHITE PAPEL FD,PC,,,"18,95"
4103,TOUCA DESCARTAVEL BOMPACK (TNT) C/100PCT,PC,,,"29,29"
514,CHOCOLATE AO LEITE BARRA NESTLE CX12X1KG,UN,1KG,,"84,86"
